Molecule Name,SMILES,TB SRI Kinase Phenotypic Screen SP: % Inhibition @10ug/ml (%)
AB00681005-01,[O-][N+](=O)C1=CC=CC(NC(=O)COC2=CC=CC3=C2CCNC3=O)=C1,0.32
AB00681005-01,[O-][N+](=O)C1=CC=CC(NC(=O)COC2=CC=CC3=C2CCNC3=O)=C1,-7.98
AB00681005-01,[O-][N+](=O)C1=CC=CC(NC(=O)COC2=CC=CC3=C2CCNC3=O)=C1,-9.64
AB00681005-01,[O-][N+](=O)C1=CC=CC(NC(=O)COC2=CC=CC3=C2CCNC3=O)=C1,-20
AB00681004-01,CCCCC1=CC=C(NC(=O)COC2=CC=CC3=C2CCNC3=O)C=C1,0.79
AB00681004-01,CCCCC1=CC=C(NC(=O)COC2=CC=CC3=C2CCNC3=O)C=C1,-6.27
AB00681004-01,CCCCC1=CC=C(NC(=O)COC2=CC=CC3=C2CCNC3=O)C=C1,-10.86
AB00681004-01,CCCCC1=CC=C(NC(=O)COC2=CC=CC3=C2CCNC3=O)C=C1,-30.24
AB00681003-01,CCC1=CC=C(NC(=O)COC2=CC=CC3=C2CCNC3=O)C=C1,-1.27
AB00681003-01,CCC1=CC=C(NC(=O)COC2=CC=CC3=C2CCNC3=O)C=C1,-6.67
AB00681003-01,CCC1=CC=C(NC(=O)COC2=CC=CC3=C2CCNC3=O)C=C1,-9.55
AB00681003-01,CCC1=CC=C(NC(=O)COC2=CC=CC3=C2CCNC3=O)C=C1,-32.02
AB00681002-01,O=C(COC1=CC=CC2=C1CCNC2=O)NC1=CC=CC=C1,13.28
AB00681002-01,O=C(COC1=CC=CC2=C1CCNC2=O)NC1=CC=CC=C1,5.39
AB00681002-01,O=C(COC1=CC=CC2=C1CCNC2=O)NC1=CC=CC=C1,-1.23
AB00681002-01,O=C(COC1=CC=CC2=C1CCNC2=O)NC1=CC=CC=C1,-11.87
AB00681001-01,O=C(COC1=CC=CC2=C1CCNC2=O)N1CCCC1,-9.15
AB00681001-01,O=C(COC1=CC=CC2=C1CCNC2=O)N1CCCC1,-9.15
AB00681001-01,O=C(COC1=CC=CC2=C1CCNC2=O)N1CCCC1,-14.33
AB00681001-01,O=C(COC1=CC=CC2=C1CCNC2=O)N1CCCC1,-20.18
AB00681000-01,CC(C)CCOC1=CC=CC2=C1CCNC2=O,7.38
AB00681000-01,CC(C)CCOC1=CC=CC2=C1CCNC2=O,-0.69
AB00681000-01,CC(C)CCOC1=CC=CC2=C1CCNC2=O,-16.45
AB00681000-01,CC(C)CCOC1=CC=CC2=C1CCNC2=O,-27.39
AB00680999-01,CCOC1=CC=CC2=C1CCNC2=O,5.71
AB00680999-01,CCOC1=CC=CC2=C1CCNC2=O,-5.75
AB00680999-01,CCOC1=CC=CC2=C1CCNC2=O,-14.99
AB00680999-01,CCOC1=CC=CC2=C1CCNC2=O,-15.92
AB00680998-01,NC1=NC(NCCOCCO)=NC(NC2=CC(F)=CC=C2)=C1[N+]([O-])=O,2.56
AB00680998-01,NC1=NC(NCCOCCO)=NC(NC2=CC(F)=CC=C2)=C1[N+]([O-])=O,-11.5
AB00680998-01,NC1=NC(NCCOCCO)=NC(NC2=CC(F)=CC=C2)=C1[N+]([O-])=O,-12.03
AB00680998-01,NC1=NC(NCCOCCO)=NC(NC2=CC(F)=CC=C2)=C1[N+]([O-])=O,-25.77
AB00680997-01,NC1=NC(NCCO)=NC(NC2=CC(F)=CC=C2)=C1[N+]([O-])=O,55.56
AB00680997-01,NC1=NC(NCCO)=NC(NC2=CC(F)=CC=C2)=C1[N+]([O-])=O,-10.13
AB00680997-01,NC1=NC(NCCO)=NC(NC2=CC(F)=CC=C2)=C1[N+]([O-])=O,-11.54
AB00680997-01,NC1=NC(NCCO)=NC(NC2=CC(F)=CC=C2)=C1[N+]([O-])=O,-23.91
AB00680996-01,NC1=NC(NCCOCCO)=NC(NC2=CC=C(F)C=C2)=C1[N+]([O-])=O,-11.41
AB00680996-01,NC1=NC(NCCOCCO)=NC(NC2=CC=C(F)C=C2)=C1[N+]([O-])=O,-13.15
AB00680996-01,NC1=NC(NCCOCCO)=NC(NC2=CC=C(F)C=C2)=C1[N+]([O-])=O,-14.69
AB00680996-01,NC1=NC(NCCOCCO)=NC(NC2=CC=C(F)C=C2)=C1[N+]([O-])=O,-35.2
AB00680995-01,CNC1=NC(NC2=CC=CC=C2)=C(C(N)=N1)[N+]([O-])=O,47.47
AB00680995-01,CNC1=NC(NC2=CC=CC=C2)=C(C(N)=N1)[N+]([O-])=O,-9.58
AB00680995-01,CNC1=NC(NC2=CC=CC=C2)=C(C(N)=N1)[N+]([O-])=O,-12.77
AB00680995-01,CNC1=NC(NC2=CC=CC=C2)=C(C(N)=N1)[N+]([O-])=O,-32.1
AB00680994-01,NC1=NC(NCCO)=NC(NC2=CC=CC=C2)=C1[N+]([O-])=O,25.92
AB00680994-01,NC1=NC(NCCO)=NC(NC2=CC=CC=C2)=C1[N+]([O-])=O,-0.56
AB00680994-01,NC1=NC(NCCO)=NC(NC2=CC=CC=C2)=C1[N+]([O-])=O,-5.22
AB00680994-01,NC1=NC(NCCO)=NC(NC2=CC=CC=C2)=C1[N+]([O-])=O,-16.67
AB00680993-01,NC1=NC(NCC(O)=O)=NC(NCC2=CC=CO2)=C1[N+]([O-])=O,-10.6
AB00680993-01,NC1=NC(NCC(O)=O)=NC(NCC2=CC=CO2)=C1[N+]([O-])=O,-15
AB00680993-01,NC1=NC(NCC(O)=O)=NC(NCC2=CC=CO2)=C1[N+]([O-])=O,-15.32
AB00680993-01,NC1=NC(NCC(O)=O)=NC(NCC2=CC=CO2)=C1[N+]([O-])=O,-16.21
AB00680992-01,CC1=CC=C(NC2=C(C(N)=NC(NCCO)=N2)[N+]([O-])=O)C=C1C,3.41
AB00680992-01,CC1=CC=C(NC2=C(C(N)=NC(NCCO)=N2)[N+]([O-])=O)C=C1C,-3.76
AB00680992-01,CC1=CC=C(NC2=C(C(N)=NC(NCCO)=N2)[N+]([O-])=O)C=C1C,-16.35
AB00680992-01,CC1=CC=C(NC2=C(C(N)=NC(NCCO)=N2)[N+]([O-])=O)C=C1C,-25.57
AB00680991-01,CCN1CCN(CC1)C1=C(C(N)=NC(NCCCN2CCOCC2)=N1)[N+]([O-])=O,-4.74
AB00680991-01,CCN1CCN(CC1)C1=C(C(N)=NC(NCCCN2CCOCC2)=N1)[N+]([O-])=O,-15.1
AB00680991-01,CCN1CCN(CC1)C1=C(C(N)=NC(NCCCN2CCOCC2)=N1)[N+]([O-])=O,-15.53
AB00680991-01,CCN1CCN(CC1)C1=C(C(N)=NC(NCCCN2CCOCC2)=N1)[N+]([O-])=O,-18.06
AB00680990-01,CC1=CC=C(NC2=C(C(N)=NC(NCCOCCO)=N2)[N+]([O-])=O)C=C1,2.37
AB00680990-01,CC1=CC=C(NC2=C(C(N)=NC(NCCOCCO)=N2)[N+]([O-])=O)C=C1,-16.07
AB00680990-01,CC1=CC=C(NC2=C(C(N)=NC(NCCOCCO)=N2)[N+]([O-])=O)C=C1,-17.71
AB00680990-01,CC1=CC=C(NC2=C(C(N)=NC(NCCOCCO)=N2)[N+]([O-])=O)C=C1,-18.21
AB00680989-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3=CC=CC=C3)C(C)=C2)C11C(=O)N(C)C2=C1C=CC=C2,3.68
AB00680989-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3=CC=CC=C3)C(C)=C2)C11C(=O)N(C)C2=C1C=CC=C2,-10.75
AB00680989-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3=CC=CC=C3)C(C)=C2)C11C(=O)N(C)C2=C1C=CC=C2,-15.72
AB00680989-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3=CC=CC=C3)C(C)=C2)C11C(=O)N(C)C2=C1C=CC=C2,-18.29
AB00680988-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3=CC=CC=C3)C(C)=C2)C11C(=O)NC2=C1C=CC=C2,-10.58
AB00680988-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3=CC=CC=C3)C(C)=C2)C11C(=O)NC2=C1C=CC=C2,-17.57
AB00680988-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3=CC=CC=C3)C(C)=C2)C11C(=O)NC2=C1C=CC=C2,-33.53
AB00680987-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3CCCO3)C(C)=C2)C11C(=O)NC2=C1C=CC=C2,-15.6
AB00680987-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3CCCO3)C(C)=C2)C11C(=O)NC2=C1C=CC=C2,-19.57
AB00680987-01,COC(=O)C1=C(N)OC2=C(C(=O)N(CC3CCCO3)C(C)=C2)C11C(=O)NC2=C1C=CC=C2,-36.39
AB00680986-01,CC1=CC(O)=C(C(=O)NC2=CC=CC=C2)C(=O)N1CC1=CC=CC=N1,21.11
AB00680986-01,CC1=CC(O)=C(C(=O)NC2=CC=CC=C2)C(=O)N1CC1=CC=CC=N1,-6.04
AB00680986-01,CC1=CC(O)=C(C(=O)NC2=CC=CC=C2)C(=O)N1CC1=CC=CC=N1,-8.92
AB00680986-01,CC1=CC(O)=C(C(=O)NC2=CC=CC=C2)C(=O)N1CC1=CC=CC=N1,-20.79
AB00680985-01,CC1=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C(=O)N1CC1=CC=CC=N1,3.81
AB00680985-01,CC1=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C(=O)N1CC1=CC=CC=N1,-7.15
AB00680985-01,CC1=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C(=O)N1CC1=CC=CC=N1,-9.74
AB00680985-01,CC1=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C(=O)N1CC1=CC=CC=N1,-17.36
AB00680984-01,CC1=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C(=O)N1CC1CCCO1,-0.29
AB00680984-01,CC1=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C(=O)N1CC1CCCO1,-15.43
AB00680984-01,CC1=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C(=O)N1CC1CCCO1,-17.83
AB00680984-01,CC1=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C(=O)N1CC1CCCO1,-19.06
AB00680983-01,CN1C(C)=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C1=O,-7.98
AB00680983-01,CN1C(C)=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C1=O,-10.62
AB00680983-01,CN1C(C)=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C1=O,-13.78
AB00680983-01,CN1C(C)=CC(O)=C(C(=O)NC2=CC(Cl)=CC=C2)C1=O,-16.32
AB00680982-01,CC1=CC2=C(C(C3=CC(Cl)=CC=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-11.57
AB00680982-01,CC1=CC2=C(C(C3=CC(Cl)=CC=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-16.46
AB00680982-01,CC1=CC2=C(C(C3=CC(Cl)=CC=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-19.64
AB00680982-01,CC1=CC2=C(C(C3=CC(Cl)=CC=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-22.92
AB00680981-01,CC1=CC2=C(C(C3=CC(F)=CC=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-2.08
AB00680981-01,CC1=CC2=C(C(C3=CC(F)=CC=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-13.03
AB00680981-01,CC1=CC2=C(C(C3=CC(F)=CC=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-14.22
AB00680981-01,CC1=CC2=C(C(C3=CC(F)=CC=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-14.78
AB00680980-01,CC1=CC2=C(C(C3=CC=CC=C3Br)C(C#N)=C(N)O2)C(=O)N1CCO,-15.58
AB00680980-01,CC1=CC2=C(C(C3=CC=CC=C3Br)C(C#N)=C(N)O2)C(=O)N1CCO,-15.81
AB00680980-01,CC1=CC2=C(C(C3=CC=CC=C3Br)C(C#N)=C(N)O2)C(=O)N1CCO,-24.29
AB00680979-01,CC1=CC2=C(C(C3=CC=C(F)C=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-12.13
AB00680979-01,CC1=CC2=C(C(C3=CC=C(F)C=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-15.25
AB00680979-01,CC1=CC2=C(C(C3=CC=C(F)C=C3)C(C#N)=C(N)O2)C(=O)N1CCO,-34.93
AB00680978-01,CC1=CC2=C(C(C3=CC=CC=C3F)C(C#N)=C(N)O2)C(=O)N1CCO,7.21
AB00680978-01,CC1=CC2=C(C(C3=CC=CC=C3F)C(C#N)=C(N)O2)C(=O)N1CCO,5.77
AB00680978-01,CC1=CC2=C(C(C3=CC=CC=C3F)C(C#N)=C(N)O2)C(=O)N1CCO,2.65
AB00680978-01,CC1=CC2=C(C(C3=CC=CC=C3F)C(C#N)=C(N)O2)C(=O)N1CCO,-14.27
AB00680977-01,CC1=CC2=C(C(C3=CC=CC=C3Cl)C(C#N)=C(N)O2)C(=O)N1CCO,2.91
AB00680977-01,CC1=CC2=C(C(C3=CC=CC=C3Cl)C(C#N)=C(N)O2)C(=O)N1CCO,1.74
AB00680977-01,CC1=CC2=C(C(C3=CC=CC=C3Cl)C(C#N)=C(N)O2)C(=O)N1CCO,-10.68
AB00680977-01,CC1=CC2=C(C(C3=CC=CC=C3Cl)C(C#N)=C(N)O2)C(=O)N1CCO,-13.5
AB00680976-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC(NC(C)=O)=C1)C1=CC=C(C)C=C1,-3.76
AB00680976-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC(NC(C)=O)=C1)C1=CC=C(C)C=C1,-6.7
AB00680976-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC(NC(C)=O)=C1)C1=CC=C(C)C=C1,-9.8
AB00680976-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC(NC(C)=O)=C1)C1=CC=C(C)C=C1,-14.96
AB00680975-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)C1=CC=C(C)C=C1,5.86
AB00680975-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)C1=CC=C(C)C=C1,-8.3
AB00680975-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)C1=CC=C(C)C=C1,-9.87
AB00680975-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)C1=CC=C(C)C=C1,-10.77
AB00680974-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC(Cl)=C1C)C1=CC=C(C)C=C1,-1.35
AB00680974-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC(Cl)=C1C)C1=CC=C(C)C=C1,-6.73
AB00680974-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC(Cl)=C1C)C1=CC=C(C)C=C1,-11.15
AB00680974-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC(Cl)=C1C)C1=CC=C(C)C=C1,-12.31
AB00680973-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC=C1)C1=CC=C(C)C=C1,5.88
AB00680973-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC=C1)C1=CC=C(C)C=C1,-0.77
AB00680973-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC=C1)C1=CC=C(C)C=C1,-7.45
AB00680973-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC=CC=C1)C1=CC=C(C)C=C1,-11.01
AB00680972-01,COC1=CC=C(CCNC(=O)C(=O)NCC(N2CCN(C)CC2)C2=CC=C(C)C=C2)C=C1,8.99
AB00680972-01,COC1=CC=C(CCNC(=O)C(=O)NCC(N2CCN(C)CC2)C2=CC=C(C)C=C2)C=C1,-6.37
AB00680972-01,COC1=CC=C(CCNC(=O)C(=O)NCC(N2CCN(C)CC2)C2=CC=C(C)C=C2)C=C1,-6.94
AB00680972-01,COC1=CC=C(CCNC(=O)C(=O)NCC(N2CCN(C)CC2)C2=CC=C(C)C=C2)C=C1,-18.05
AB00680971-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)C1=CC=C(F)C=C1,11.29
AB00680971-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)C1=CC=C(F)C=C1,-4.07
AB00680971-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)C1=CC=C(F)C=C1,-10.26
AB00680971-01,CN1CCN(CC1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)C1=CC=C(F)C=C1,-25.18
AB00680970-01,CN1CCN(CC1)C(CNC(=O)C(=O)NCC1=CC=C2OCOC2=C1)C1=CC=C(F)C=C1,14.68
AB00680970-01,CN1CCN(CC1)C(CNC(=O)C(=O)NCC1=CC=C2OCOC2=C1)C1=CC=C(F)C=C1,12.17
AB00680970-01,CN1CCN(CC1)C(CNC(=O)C(=O)NCC1=CC=C2OCOC2=C1)C1=CC=C(F)C=C1,2.03
AB00680970-01,CN1CCN(CC1)C(CNC(=O)C(=O)NCC1=CC=C2OCOC2=C1)C1=CC=C(F)C=C1,-19
AB00680969-01,COC1=CC=C(C=C1)C(CNC(=O)C(=O)NC1=CC=CC(NC(C)=O)=C1)N1CCN(C)CC1,-2.97
AB00680969-01,COC1=CC=C(C=C1)C(CNC(=O)C(=O)NC1=CC=CC(NC(C)=O)=C1)N1CCN(C)CC1,-4.53
AB00680969-01,COC1=CC=C(C=C1)C(CNC(=O)C(=O)NC1=CC=CC(NC(C)=O)=C1)N1CCN(C)CC1,-11.41
AB00680969-01,COC1=CC=C(C=C1)C(CNC(=O)C(=O)NC1=CC=CC(NC(C)=O)=C1)N1CCN(C)CC1,-12
AB00680968-01,COC1=CC=C(C=C1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)N1CCN(C)CC1,-5.18
AB00680968-01,COC1=CC=C(C=C1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)N1CCN(C)CC1,-8.67
AB00680968-01,COC1=CC=C(C=C1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)N1CCN(C)CC1,-13.01
AB00680968-01,COC1=CC=C(C=C1)C(CNC(=O)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O)N1CCN(C)CC1,-21.09
AB00680967-01,COC1=CC=C(C=C1)C(CNS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O)N1CCN(C)CC1,-3.39
AB00680967-01,COC1=CC=C(C=C1)C(CNS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O)N1CCN(C)CC1,-8.45
AB00680967-01,COC1=CC=C(C=C1)C(CNS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O)N1CCN(C)CC1,-10.84
AB00680967-01,COC1=CC=C(C=C1)C(CNS(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O)N1CCN(C)CC1,-19.45
AB00680966-01,CN1CCN(CC1)C(CNC(=O)C1CCCC1)C1=CC=C(C)C=C1,0.31
AB00680966-01,CN1CCN(CC1)C(CNC(=O)C1CCCC1)C1=CC=C(C)C=C1,-6.42
AB00680966-01,CN1CCN(CC1)C(CNC(=O)C1CCCC1)C1=CC=C(C)C=C1,-16.42
AB00680966-01,CN1CCN(CC1)C(CNC(=O)C1CCCC1)C1=CC=C(C)C=C1,-19.64
AB00680965-01,CN1CCN(CC1)C(CNC(=O)NC1=CC(C)=CC=C1)C1=CC=C(C)C=C1,4.41
AB00680965-01,CN1CCN(CC1)C(CNC(=O)NC1=CC(C)=CC=C1)C1=CC=C(C)C=C1,-6.72
AB00680965-01,CN1CCN(CC1)C(CNC(=O)NC1=CC(C)=CC=C1)C1=CC=C(C)C=C1,-11.91
AB00680965-01,CN1CCN(CC1)C(CNC(=O)NC1=CC(C)=CC=C1)C1=CC=C(C)C=C1,-17.1
AB00680964-01,CN1CCN(CC1)C(CNC(=O)C1=C(Cl)C=CC(Cl)=C1)C1=CC=C(F)C=C1,2.73
AB00680964-01,CN1CCN(CC1)C(CNC(=O)C1=C(Cl)C=CC(Cl)=C1)C1=CC=C(F)C=C1,-6.21
AB00680964-01,CN1CCN(CC1)C(CNC(=O)C1=C(Cl)C=CC(Cl)=C1)C1=CC=C(F)C=C1,-13.48
AB00680964-01,CN1CCN(CC1)C(CNC(=O)C1=C(Cl)C=CC(Cl)=C1)C1=CC=C(F)C=C1,-21.02
AB00680963-01,CN1CCN(CC1)C(CNC(=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,2.33
AB00680963-01,CN1CCN(CC1)C(CNC(=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,-8.15
AB00680963-01,CN1CCN(CC1)C(CNC(=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,-15.84
AB00680963-01,CN1CCN(CC1)C(CNC(=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,-32.44
AB00680962-01,CN1CCN(CC1)C(CNC(=O)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,8.53
AB00680962-01,CN1CCN(CC1)C(CNC(=O)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,1.19
AB00680962-01,CN1CCN(CC1)C(CNC(=O)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,-0.32
AB00680962-01,CN1CCN(CC1)C(CNC(=O)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,-9.6
AB00680961-01,NC(=O)C1=CC=C(NC(=O)C(=O)NC2=CC3=C(CCCN3S(=O)(=O)C3=CC=CS3)C=C2)C=C1,-1.87
AB00680961-01,NC(=O)C1=CC=C(NC(=O)C(=O)NC2=CC3=C(CCCN3S(=O)(=O)C3=CC=CS3)C=C2)C=C1,-6.02
AB00680961-01,NC(=O)C1=CC=C(NC(=O)C(=O)NC2=CC3=C(CCCN3S(=O)(=O)C3=CC=CS3)C=C2)C=C1,-11.14
AB00680961-01,NC(=O)C1=CC=C(NC(=O)C(=O)NC2=CC3=C(CCCN3S(=O)(=O)C3=CC=CS3)C=C2)C=C1,-13.17
AB00680960-01,CC1=CC=CC=C1NC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,0.4
AB00680960-01,CC1=CC=CC=C1NC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-8.03
AB00680960-01,CC1=CC=CC=C1NC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-18.07
AB00680960-01,CC1=CC=CC=C1NC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-26.53
AB00680959-01,FC1=CC=C(NC(=O)C(=O)NC2=CC3=C(CCCN3S(=O)(=O)C3=CC=CS3)C=C2)C=C1,-0.52
AB00680959-01,FC1=CC=C(NC(=O)C(=O)NC2=CC3=C(CCCN3S(=O)(=O)C3=CC=CS3)C=C2)C=C1,-12.45
AB00680959-01,FC1=CC=C(NC(=O)C(=O)NC2=CC3=C(CCCN3S(=O)(=O)C3=CC=CS3)C=C2)C=C1,-18.29
AB00680959-01,FC1=CC=C(NC(=O)C(=O)NC2=CC3=C(CCCN3S(=O)(=O)C3=CC=CS3)C=C2)C=C1,-23.07
AB00680958-01,CC(C)NC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,7.95
AB00680958-01,CC(C)NC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-17.96
AB00680958-01,CC(C)NC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-20.2
AB00680958-01,CC(C)NC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-25.91
AB00680957-01,CCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,1.02
AB00680957-01,CCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-10.96
AB00680957-01,CCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-14.88
AB00680957-01,CCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-22.58
AB00680956-01,O=C(NCC1CCCO1)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-1.2
AB00680956-01,O=C(NCC1CCCO1)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-13.98
AB00680956-01,O=C(NCC1CCCO1)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-22.08
AB00680956-01,O=C(NCC1CCCO1)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-30.78
AB00680955-01,O=C(NCCC1=CCCCC1)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,19.76
AB00680955-01,O=C(NCCC1=CCCCC1)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-18.78
AB00680955-01,O=C(NCCC1=CCCCC1)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-22.36
AB00680955-01,O=C(NCCC1=CCCCC1)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-34.01
AB00680954-01,C=CCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,11
AB00680954-01,C=CCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,0.58
AB00680954-01,C=CCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-0.59
AB00680954-01,C=CCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-26.82
AB00680953-01,CCCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-0.69
AB00680953-01,CCCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-3.32
AB00680953-01,CCCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-5.84
AB00680953-01,CCCNC(=O)C(=O)NC1=CC2=C(CCCN2S(=O)(=O)C2=CC=CS2)C=C1,-8.24
AB00680952-01,CC1=CC=C(C=C1)S(=O)(=O)N1CCCC2=C1C=C(NC(=O)C(=O)NC1=CC=CC=C1)C=C2,-2.41
AB00680952-01,CC1=CC=C(C=C1)S(=O)(=O)N1CCCC2=C1C=C(NC(=O)C(=O)NC1=CC=CC=C1)C=C2,-13.34
AB00680952-01,CC1=CC=C(C=C1)S(=O)(=O)N1CCCC2=C1C=C(NC(=O)C(=O)NC1=CC=CC=C1)C=C2,-17.35
AB00680952-01,CC1=CC=C(C=C1)S(=O)(=O)N1CCCC2=C1C=C(NC(=O)C(=O)NC1=CC=CC=C1)C=C2,-23.06
