mol,Cmpd Name,AUC,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Clc1cc2oc(N3CCN(Cc4cnc(SCC)nc4)CC3)nc2cc1,,41675,56.397861,0,0,3,4,4,0,15,0,46,0,4,26,17,80.976997,1.7603695,0,0,18,1,0,20,0,5,1,0,1,1.1711198,-2.7369432,-0.56009769,0.54944468,2.6593206,-2.8547039,-0.28353044,0.66148102,2.5834408,-2.4533739,-0.24775828,0.72951049,2.9363739,34.400139,5,0.1724138,16,49,0,29,3,5,0.1724138,33,0,17.93251,16.132347,11.129392,12.242276,12.707841,10.045208,4.3760443,5.3981781,0,0,0.86274552,17,0,-0.84587127,-0.38185635,0.006706175,2.6386366,-0.98679024,-0.27429658,0.11616462,2.675442,-0.51080489,-0.08763472,0.21388856,2.9059861,10.424523,6.8420596,6.8420596,2.6716657,2.8348172,-5.2514591,0,8.3235035,10.49384,0.31387767,14,7.3397932,1.8743443,0.22453596,19.322235,9,4.8994083,16.799068,7.7787404,4.2167587,5.0259848,6,0,1,0,2.6689999,-5.9461699,10.580141,0,1,22,1,4,7,0,0,0,1.6916887,-1.6916887,0.1643323,0.25186574,63.233978,159.90984,26.999058,21.625143,0,17.440542,0,0,49.342564,0,5.6825762,11.365152,0,2.503756,0.91256851,0.19238634,0.038728867,0.087431505,0.80761367,0.048702642,326.79315,68.894051,13.868908,31.30945,289.20856,17.440542,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,358.1026,0,0,0,358.1026,0,9,0,4,0,0,0.57692307,3.9718001,3.1243138,53.480904,0,90.991875,3.185575,10.200425,3.5006065,94.338615,0,127.72495,10.5145,9.5073462,53.480904,3.8173931,6.6861815,11.571513,105.79784,90.991875,104.6942,58.290001,0.42228913,5.8579812,3.787848,9.0444975,358.1026,428.57483,17.047728,0,0,0,299.48544,41.569443,17.047728,389.91098,1990,38,138
S(CC)c1ncc(CN2CCN(c3oc4c(n3)cc(F)c(F)c4)CC2)cn1,,29700.5,54.665066,0,0,3,4,4,0,15,0,46,0,4,27,18,84.704933,1.8414117,0,0,18,0,2,19,0,5,1,0,1,1.1798835,-2.7369409,-0.65118951,0.52331585,2.6593599,-2.8547041,-0.31419665,0.67098266,2.5832407,-2.4533741,-0.40144643,0.72364765,2.9363625,35.292934,5,0.16666667,16,49,0,30,3,5,0.16666667,33,0,18.802753,15.677032,11.052042,12.112519,13.118525,9.772892,4.2927108,5.2315116,0,0,0.88251811,17,0,-0.84586644,-0.44169402,-0.055165794,2.6422672,-0.98679143,-0.27394387,0.14350486,2.6681921,-0.51080692,-0.18118103,0.20007564,2.9030154,10.677664,7.3319688,7.3319688,2.4397426,2.5852253,-5.0058351,0,8.3771544,10.176748,0.28530046,14,7.3989706,1.82947,0.20021343,20.280001,9.212018,4.9507437,16.543482,7.4523611,3.9803264,4.5662222,6,0,1,0,2.418,-5.8018398,10.194641,0,1,22,1,4,7,0,0,0,2.0128591,-2.0128591,0.13811225,0.21165372,31.616989,171.19858,26.999058,39.666836,0,17.440542,0,0,19.760618,0,5.6825762,35.182423,0,2.503756,0.84251821,0.18034317,0.107659,0.1574818,0.81965685,0.049822807,294.92465,63.129372,37.68618,55.12672,286.922,17.440542,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,350.05139,0,0,0,350.05139,0,9,0,4,0,0,0.55555558,3.5966001,3.1243138,53.480904,18.242037,90.991875,3.185575,10.200425,0,76.695427,0,118.49653,10.0051,9.5073462,83.401131,22.059429,3.185575,11.571513,88.154663,90.991875,65.545555,58.290001,0.41024774,5.9068904,3.8203261,9.1547823,350.05139,421.85422,17.047728,0,0,0,291.4342,41.569443,17.047728,391.44598,2200,41,144
S(CC)c1ncc(CN2CCN(c3oc4c(n3)cc(C(F)(F)F)cc4)CC2)cn1,,27456.5,57.648861,0,0,3,4,4,0,15,0,49,0,4,29,20,91.607071,1.869532,0,0,19,0,3,20,0,5,1,0,1,1.1820581,-2.736944,-0.25342068,0.29130909,2.6593676,-2.8547041,-0.24091375,0.48288196,2.5838616,-2.4533744,0.050222397,0.64123124,2.9363992,37.589142,5,0.15625,16,52,0,32,3,6,0.1875,36,0,20.43251,16.632347,11.629392,12.742276,13.919167,10.295208,4.6260443,5.6868534,0,0,0.90330517,18,0,-0.8458761,-0.37542892,-0.11233983,2.6664176,-0.98679167,-0.2726489,0.25461337,2.7068608,-0.51083285,-0.087458193,0.17460112,2.9276879,10.918259,7.5780973,7.5780973,2.8629537,3.0101311,-5.3586354,0,8.118329,10.636546,0.28809136,14,7.393044,1.8341241,0.20254557,22.203125,9.6465025,5.6266351,18.261477,7.8754816,4.5686269,4.959239,6,0,1,0,3.01176,-6.2684302,10.674156,0,1,22,1,4,7,1,0,0,2.1071556,-2.1071556,0.19866997,0.20221892,79.042473,141.79013,26.999058,21.625143,0,17.440542,9.0455017,0,19.760618,0,41.408482,11.365152,0,2.503756,0.89122093,0.20226923,0.037384432,0.10877907,0.7977308,0.071394637,330.62592,75.03801,13.868908,40.354954,295.94284,26.486044,0.5,1,0,0,0,0,1,0,0,0,1,0,370.98087,0,0,0,370.98087,0,9,0,4,0,0,0.51724136,4.6487002,3.1243138,53.480904,0,90.991875,6.37115,10.200425,7.7595162,94.338615,0,133.45663,10.5254,9.5073462,98.361244,11.576909,6.37115,11.571513,105.79784,90.991875,65.545555,58.290001,0.38828552,6,3.9089396,9.361887,370.98087,446.47479,17.047728,0,0,0,312.36368,41.569443,17.047728,423.46298,2695,44,156
S(CC)c1ncc(CN2CCN(c3oc4c(n3)ccc(C)c4)CC2)cn1,,16269,57.978237,0,0,3,4,4,0,15,0,49,0,4,26,17,78.758591,1.6073183,0,0,19,0,0,23,0,5,1,0,1,1.1711198,-2.7369447,-0.25147307,0.29206708,2.6593287,-2.8547039,-0.24679549,0.4725517,2.58356,-2.4533744,0.050281275,0.64825666,2.9363973,37.259762,5,0.1724138,16,52,0,29,3,5,0.1724138,36,0,17.93251,15.998453,12.129392,13.242276,12.707841,9.978261,4.8760443,5.9755282,0,0,0.80876374,17,0,-0.84587604,-0.37318718,-0.11233983,2.6606524,-0.98679227,-0.27444708,0.060968436,2.6992135,-0.51084203,-0.087462261,0.16998489,2.9273427,10.096156,7.1048074,7.1048074,2.5321918,2.6852047,-4.9441109,0,8.1164837,10.515803,0.29762077,14,7.3730593,1.8495715,0.21057799,19.322235,9,4.8994083,15.866322,7.3285561,3.9656308,4.4722009,6,0,1,0,2.375,-5.6858001,10.522966,0,1,22,1,4,7,0,0,0,1.630815,-1.630815,0.17046608,0.26129079,92.642426,139.58159,26.999058,21.625143,0,17.440542,0,18.017035,19.760618,0,5.6825762,11.365152,0,2.503756,0.91195762,0.16120993,0.038999464,0.088042393,0.83879006,0.049042925,324.30844,57.329136,13.868908,31.30945,298.28876,17.440542,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,355.61789,0,0,0,355.61789,0,9,0,4,0,0,0.57692307,3.6268201,3.1243138,53.480904,0,90.991875,6.37115,10.200425,0,94.338615,0,121.90231,10.4872,9.5073462,53.480904,3.8173931,6.37115,11.571513,105.79784,90.991875,98.871574,58.290001,0.42228913,5.8579812,3.787848,9.0444975,355.61789,428.1955,17.047728,0,0,0,297.00073,41.569443,17.047728,369.49298,1990,38,138
S(CC)c1ncc(CN2CCN(c3oc4c(n3)cc(OC)cc4)CC2)cn1,,7970,58.780239,0,0,3,4,5,0,15,0,50,0,5,27,17,83.83062,1.6766124,0,0,19,0,0,23,0,5,2,0,1,1.1691968,-2.736943,-0.45884642,0.41122052,2.6593335,-2.8547037,-0.41175002,0.56576061,2.5835965,-2.4533741,-0.20930447,0.66943675,2.9363811,39.175762,6,0.2,16,53,0,30,3,6,0.2,37,0,18.639618,16.406702,12.129392,13.242276,13.245846,10.090633,4.3760443,5.3981781,0,0,0.82557207,18,0,-0.84587377,-0.39785811,-0.074875526,2.6585793,-0.98680407,-0.34021887,0.092726514,2.6980383,-0.51081818,-0.15919825,0.17249562,2.9240668,11.065057,8.253211,8.253211,1.9313039,2.0840809,-4.6608524,0,8.2903786,10.71925,0.29723832,14,7.3738537,1.8489645,0.21025352,20.280001,9.6668653,5.1358023,16.782003,7.93788,4.1930733,4.9338341,7,0,1,0,2.033,-5.26226,10.736216,0,1,22,1,4,8,0,0,0,1.9371411,-1.9371411,0.14351022,0.21996577,79.042473,148.04012,26.999058,57.283573,0,17.440542,0,0,19.760618,0,5.6825762,11.365152,0,5.0075121,0.90876621,0.11282628,0.044176225,0.091233768,0.88717371,0.047057543,336.80841,41.815857,16.372663,33.813206,328.80576,17.440542,0.5,1,0,0,0,0,1,0,0,0,1,0,370.62161,0,0,0,370.62161,0,9,0,4,0,0,0.5925926,3.3269999,14.124202,53.480904,0,90.991875,3.185575,45.584293,0,94.338615,0,93.819725,10.6687,9.5073462,64.480789,3.8173931,8.4290028,11.571513,105.79784,90.991875,100.92942,67.519997,0.41024774,5.9068904,3.8442514,9.1539707,370.62161,438.8569,19.551485,0,0,0,309.5007,41.569443,19.551485,385.492,2223,40,142
Clc1c(C(=O)Nc2cc(c(OC)cc2)C2=CCCCC2)ccc(F)c1,,6,53.310066,0,0,2,3,2,0,12,0,44,1,3,25,21,71.065804,1.615132,0,0,20,1,1,19,0,1,2,0,0,1.5539558,-2.6488383,-0.63695574,0.66017812,2.5924132,-2.4720309,-0.48885971,0.79016936,2.7716846,-2.3812468,-0.43039906,0.85044008,2.8697064,25.927933,4,0.14814815,12,46,2,27,1,5,0.18518518,32,0,17.81119,14.698234,11.869879,13.396976,12.079719,8.5989704,6.5265446,8.4158163,0,0,0.83151478,13,0,-0.8095144,-0.42481065,0.05390152,2.5972316,-0.99306047,-0.27699119,0.22882198,2.7585788,-0.52197331,-0.19741397,0.22436857,2.8891032,3.4677317,7.5756602,4.9826069,6.1219764,6.1219764,-6.1239853,0,9.0077381,9.7357979,0,14,14,1,0,19.753086,9.2739229,5.0416665,15.490987,7.1942077,3.8792305,4.4578147,3,1,1,1,5.072,-6.4935098,9.8971596,0,1,18,1,3,5,1,0,0,1.1416916,-1.1416916,0.24522047,0.28702548,160.29349,21.886356,9.0208454,35.658428,0,12.949531,0,18.017035,29.581947,0,0,17.591211,13.566921,2.503756,0.85482454,0.25309432,0.10484299,0.14517547,0.74690568,0.040332485,274.4581,81.260872,33.661888,46.61142,239.80865,12.949531,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,321.06952,0,0,0,321.06952,0,7,0,3,0,0,0.40000001,5.6974001,10.999887,23.269535,9.1210184,0,30.233366,35.383869,3.5006065,126.68787,75.473625,62.108932,9.8802204,23.862217,25.960001,9.1210184,15.115185,23.953074,198.97591,5.2587838,74.532509,38.330002,0.42433795,5.7548876,3.4505095,8.9918222,321.06952,409.70526,16.070677,0,0,5.6825762,286.36673,12.949531,21.753254,359.828,1570,39,128
Clc1c(C(=O)Nc2cc(c(OC)cc2)C2CCCCC2)ccc(F)c1,,7.5,54.643654,0,0,2,3,2,0,12,0,46,1,3,25,21,73.406624,1.5957961,0,0,20,1,1,21,0,1,2,0,0,1.553332,-2.7777302,-0.65696734,0.67742193,2.7208409,-2.6115606,-0.50902897,0.8156355,2.8878286,-2.5211277,-0.43100652,0.84399676,2.98068,28.114347,4,0.14814815,12,48,1,27,1,5,0.18518518,35,0,17.81119,14.90534,12.076985,13.396976,12.079719,8.9036646,6.8312392,8.4158163,0,0,0.83151478,13,0,-0.81001347,-0.41911626,0.062075973,2.7112978,-0.99306953,-0.27264696,0.19732071,2.8628874,-0.52756542,-0.20399657,0.21608777,2.976455,3.4976521,7.3787708,4.7897429,6.2190223,6.2190223,-6.0766678,0,8.1040697,9.7842922,0,14,14,1,0,19.753086,9.2739229,5.0416665,16.035934,7.4592457,4.0270133,4.7846394,3,1,1,1,5.605,-7.0690498,9.9439411,0,1,18,1,3,6,1,0,0,1.0871803,-1.0871803,0.2575157,0.30169863,178.31052,21.886356,9.0208454,35.658428,0,12.949531,0,0,29.581947,0,0,17.591211,13.566921,2.503756,0.85482454,0.19697863,0.10484299,0.14517547,0.80302137,0.040332485,274.4581,63.243835,33.661888,46.61142,257.82568,12.949531,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,321.06952,0,0,0,321.06952,0,7,0,3,0,0,0.92000002,5.7877002,10.999887,23.269535,9.1210184,0,30.233366,35.383869,7.9114027,105.85911,94.342026,62.108932,9.8183203,23.862217,25.960001,9.1210184,19.52598,20.767498,200.20113,5.2587838,74.532509,38.330002,0.42433795,5.7548876,3.4505095,8.9918222,321.06952,409.70526,16.070677,0,0,5.6825762,286.36673,12.949531,21.753254,361.84399,1570,39,128
O=C(NNC(=O)c1cc2c(cc1)cccc2)c1nccnc1,,1036,42.165516,0,0,1,1,4,0,16,0,34,2,6,22,14,55.954185,1.6457114,0,0,16,0,0,12,0,4,2,0,0,1.4086221,-2.2988768,-0.67025959,0.72568488,2.2674224,-2.6429842,-0.60109931,0.72143906,2.3709993,-1.9639338,-0.48403329,0.87981158,2.5902326,17.674484,3,0.125,17,36,2,24,0,5,0.20833333,17,0,15.363597,11.484426,8.7735023,10.53517,10.737184,6.5938444,4.4373927,6.357738,0,0,0.81593806,13,0,-0.85307217,-0.43550408,0.13226169,2.3412464,-1.287099,-0.40177572,0.18445829,2.4428618,-0.45811507,-0.23258764,0.23580123,2.6559925,7.5421033,11.409733,4.4851704,2.2845492,2.2845533,-4.1087379,0,10.877197,8.3806095,9.14E-06,14,12.039069,1.0001152,5.45E-06,16.84375,8.203125,4.5211182,10.513453,4.9925966,2.7014866,2.3858833,6,2,1,0,1.4685301,-3.0979199,8.2696619,0,1,17,1,3,3,0,0,0,1.2036977,-1.2036977,0.26250979,0.21902204,115.07654,2.2085397,60.898518,6.6995511,0,12.949531,12.949531,15.808495,0,18.842079,0,11.365152,27.133842,0,0.75981921,0.21386085,0.1435869,0.24018076,0.78613913,0.096593857,203.72523,57.341072,38.498993,64.398056,210.78221,25.899061,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,268.12329,0,0,0,268.12329,0,7,0,3,0,0,0.22727273,1.7046,35.776459,44.088627,0,0,53.666756,0,0,180.29129,0,0,8.0912399,47.724434,33.57106,35.776459,5.9423227,5.1459289,175.14536,10.517568,0,83.980003,0.46637034,5.5849624,3.4599657,8.5894079,268.12329,343.41086,38.498993,0,0,18.842079,184.88315,25.899061,57.341072,292.298,1187,32,112
O=C(Nc1ncccc1)c1nccnc1,,57.5,28.136345,0,0,1,1,4,0,12,0,23,1,5,15,8,38.822643,1.6879411,0,0,10,0,0,8,0,4,1,0,0,1.7323105,-2.2137721,-0.61717451,0.69305015,2.213505,-2.2993093,-0.56088233,0.74055868,2.2537782,-1.8765556,-0.4594762,0.8346988,2.5309432,14.323656,2,0.125,12,24,1,16,0,3,0.1875,11,0,10.510225,7.7913408,5.5414519,6.6817985,7.3601732,4.3448167,2.1606836,3.1498299,0,0,0.82119685,9,0,-0.78425193,-0.44908398,0.11604795,2.1007299,-0.99322534,-0.37569702,0.16993834,2.1499476,-0.4053731,-0.21944799,0.22033416,2.3938301,7.4437342,6.6702328,3.6607676,1.307292,1.3084297,-2.6009414,0,7.548254,5.7065415,0.002667659,14,9.57271,1.018701,0.001592489,11.484375,5.915,3.5,7.0485511,3.487529,1.9960358,1.6388018,5,1,1,0,-0.27647001,-0.044629999,5.6031027,0,1,12,1,2,2,0,0,0,1.1505271,-1.1505271,0.26055282,0.22896266,47.425484,0,81.198021,17.890114,0,12.949531,0,0,0,0,5.6825762,17.047728,13.566921,0,0.77746171,0.18541661,0.15638839,0.22253829,0.81458342,0.066149905,152.1962,36.297226,30.614649,43.564178,159.46315,12.949531,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,195.76038,0,0,0,195.76038,0,5,0,2,0,0,0.53333336,1.1239001,0,73.626122,0,0,26.618963,0,0,121.78698,0,2.3279202,5.4222202,23.862217,50.35659,0,2.7567475,20.338671,121.78698,5.2587838,0,67.769997,0.59002918,5,2.9336774,7.487884,195.76038,233.97192,30.614649,0,0,5.6825762,135.32306,24.140093,36.297226,200.20099,394,18,72
O=C(Nc1nccc2c1cccc2)c1nccnc1,,38,36.50993,0,0,1,1,4,0,16,0,29,1,5,19,12,46.3592,1.5985931,0,0,14,0,0,10,0,4,1,0,0,1.5565218,-2.2407868,-0.6431511,0.71809149,2.2320778,-2.2959619,-0.57065082,0.79455209,2.3697138,-1.8882871,-0.48323247,0.87492472,2.5726807,16.510071,2,0.095238097,17,31,1,21,0,3,0.14285715,13,0,13.07914,9.9460411,7.6961522,9.2507124,9.3433371,5.7555003,3.5713673,5.1329932,0,0,0.80037004,10,0,-0.78312701,-0.46058193,0.11687228,2.30352,-0.99326289,-0.34238172,0.18450008,2.4305565,-0.40386692,-0.2197409,0.23111767,2.6252108,7.4381728,7.1750603,4.0381899,2.4383988,2.4420941,-3.8476143,0,9.7783537,7.3140297,0.00875611,14,9.0538692,1.0515494,0.005243072,13.959184,6.6352043,3.3659606,8.7022572,4.0153046,1.9897523,1.8390638,5,1,1,0,0.94353002,-1.92251,7.2255297,0,1,17,1,3,2,0,0,0,1.1505297,-1.1505297,0.2605522,0.22896214,83.459549,0,81.198021,17.890114,0,12.949531,0,0,0,0,5.6825762,17.047728,13.566921,0,0.81205684,0.15659229,0.13207671,0.18794316,0.84340769,0.055866443,188.23027,36.297226,30.614649,43.564178,195.49722,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,231.79445,0,0,0,231.79445,0,5,0,3,0,0,0.2631579,2.2771001,0,73.626122,0,0,26.618963,0,0,162.21928,0,2.3279202,7.1728201,23.862217,50.35659,0,2.7567475,25.4846,157.07335,5.2587838,0,67.769997,0.51875818,5.3923173,3.0865481,8.1949959,231.79445,300.08743,30.614649,0,0,5.6825762,171.35713,24.140093,36.297226,250.261,716,28,98
O=C(Nc1ncc(C)cc1)c1nccnc1,,20.5,31.229931,0,0,1,1,4,0,12,0,26,1,5,16,9,42.938404,1.6514771,0,0,11,0,0,10,0,4,1,0,0,1.7244143,-2.2767308,-0.55654371,0.61001432,2.2503746,-2.3036642,-0.51262683,0.65595406,2.3597085,-1.9823999,-0.37883094,0.76413214,2.5607727,16.510071,2,0.11764706,12,27,1,17,1,3,0.17647059,14,0,11.380469,8.7139912,6.4641018,7.5520415,7.7540202,4.7555003,2.5713673,3.5436769,0,0,0.80850887,10,0,-0.78453857,-0.44164792,0.084426343,2.1711161,-0.99323308,-0.35029677,0.15134244,2.2374792,-0.47877216,-0.20963964,0.19322096,2.4617221,7.4502025,6.8218093,3.8126473,1.5385351,1.5398593,-2.8388309,0,7.5482507,6.1609268,0.003108483,14,9.5060997,1.0213305,0.001856054,12.456747,6.0743804,3.7692308,7.9133101,3.7281594,2.2538226,1.8438801,5,1,1,0,0.02053,-0.2051,6.0596018,0,1,12,1,2,2,0,0,0,1.1534376,-1.1534376,0.25989535,0.22838491,61.02544,20.299505,60.898518,17.890114,0,12.949531,0,2.2085397,0,0,5.6825762,17.047728,13.566921,0,0.79408985,0.18200108,0.14470299,0.20591016,0.81799889,0.061207164,168.0047,38.505764,30.614649,43.564178,173.06311,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,211.56888,0,0,0,211.56888,0,5,0,2,0,0,0.5625,1.43232,0,73.626122,0,0,29.804539,0,0,104.1438,0,35.653934,5.8959198,23.862217,50.35659,0,5.9423227,20.338671,104.1438,5.2587838,33.326015,67.769997,0.56510133,5.0874629,3.053201,7.6684985,211.56888,252.49939,30.614649,0,0,5.6825762,151.13156,24.140093,36.297226,214.228,478,20,78
O=C(Nc1nccc(C)c1)c1nccnc1,,26,31.229931,0,0,1,1,4,0,12,0,26,1,5,16,9,42.938404,1.6514771,0,0,11,0,0,10,0,4,1,0,0,1.7563127,-2.2856693,-0.56490779,0.62645847,2.2580717,-2.3057876,-0.52072108,0.67142707,2.3707142,-1.9880822,-0.38483274,0.77980667,2.5693085,16.510071,2,0.11764706,12,27,1,17,1,3,0.17647059,14,0,11.380469,8.7139912,6.4641018,7.5520415,7.7540202,4.7555003,2.5713673,3.5436769,0,0,0.80850887,9,0,-0.78445035,-0.4355461,0.088112868,2.1822975,-0.99322987,-0.37123653,0.15543735,2.2502124,-0.47892964,-0.21084729,0.20041578,2.4726846,7.4444575,6.7655263,3.7567482,1.8088057,1.8101701,-2.9473362,0,7.5482502,6.1609268,0.003199857,14,9.4934778,1.021868,0.001910701,12.456747,6.0743804,3.7692308,7.9133101,3.7281594,2.2538226,1.8438801,5,1,1,0,0.058529999,-0.51854998,6.0596018,0,1,12,1,2,2,0,0,0,1.1678196,-1.1678196,0.25669459,0.2255723,61.02544,0,81.198021,17.890114,0,12.949531,0,2.2085397,0,0,5.6825762,17.047728,13.566921,0,0.79408985,0.18200108,0.14470299,0.20591016,0.81799889,0.061207164,168.0047,38.505764,30.614649,43.564178,173.06311,12.949531,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,211.56888,0,0,0,211.56888,0,5,0,2,0,0,0.4375,1.43232,0,73.626122,0,0,29.804539,0,0,104.1438,0,35.653934,5.8959198,23.862217,50.35659,0,5.9423227,20.338671,104.1438,5.2587838,33.326015,67.769997,0.56510133,5.0874629,2.9888017,7.6797695,211.56888,252.49939,30.614649,0,0,5.6825762,151.13156,24.140093,36.297226,214.228,469,20,78
O=C(Nc1sc2c(n1)cccc2)c1nccnc1,,10,34.556343,0,0,1,1,4,0,15,0,26,1,5,18,11,47.191883,1.8150724,0,0,12,0,0,8,0,4,1,0,1,1.482597,-2.1553228,-0.6234616,0.67004085,2.2084134,-2.2787502,-0.54583645,0.75717551,2.3578033,-1.816856,-0.42968097,0.8906489,2.5629117,16.603657,2,0.1,16,28,1,20,0,3,0.15000001,11,0,12.372033,10.016086,6.5414519,7.8364987,8.8264999,6.0736446,2.6993587,3.8914115,0,0,0.86969733,10,0,-0.79797637,-0.46464735,0.10807233,2.1924601,-0.99313056,-0.33074221,0.19088133,2.3381796,-0.40360671,-0.20831132,0.30416027,2.5353792,7.6489787,6.1446838,2.8846166,2.3279774,2.3279805,-4.0046849,0,9.1120605,7.1368489,7.56E-06,14,12.121479,1.0000967,4.51E-06,13.005,5.9698215,3.1346939,9.1595583,4.1094499,2.1214144,2.0911527,5,1,1,0,1.1775301,-2.2783599,7.0756841,0,1,16,1,3,2,0,0,0,1.225559,-1.225559,0.24391766,0.21496925,31.616989,6.6995511,74.06514,6.6995511,19.760618,12.949531,0,35.80159,0,0,5.6825762,17.047728,13.566921,0,0.71716136,0.32202756,0.13673957,0.28283864,0.67797244,0.14609906,160.5654,72.098816,30.614649,63.324799,151.79138,32.710148,0.5,1,0,0,0,0,1,0,0,0,1,0,223.8902,0,0,0,223.8902,0,5,0,3,0,0,0.27777779,2.3385999,0,73.626122,0,0,26.618963,0,0,125.10574,0,31.778435,6.9605198,23.862217,50.35659,0,2.7567475,21.401424,122.21581,5.2587838,31.277687,67.769997,0.53921634,5.321928,3.125325,8.0153055,223.8902,285.41537,30.614649,0,0,5.6825762,161.47682,26.116156,36.297226,256.289,644,24,94
